timestamp,temperature,temp-sq
2015-03-26T15:00:00.000Z,20.27975179,411.2683326
2015-03-26T16:00:00.000Z,21.88870961,479.1156085
2015-03-26T17:00:00.000Z,23.8693783,569.7472206
2015-03-26T18:00:00.000Z,25.64349244,657.5887047
2015-03-26T19:00:00.000Z,27.33387017,747.1404585
2015-03-26T20:00:00.000Z,30.23530763,914.1738276
2015-03-26T21:00:00.000Z,31.67840142,1003.521116
2015-03-26T22:00:00.000Z,32.42433235,1051.337328
2015-03-26T23:00:00.000Z,33.16889807,1100.175799
2015-03-27T00:00:00.000Z,30.87132211,953.0385291
2015-03-27T01:00:00.000Z,26.89440976,723.3092765
2015-03-27T02:00:00.000Z,24.61281505,605.7906646
2015-03-27T03:00:00.000Z,22.88974643,523.9404916
2015-03-27T04:00:00.000Z,21.71487362,471.5357363
2015-03-27T05:00:00.000Z,20.8438711,434.4669626
2015-03-27T06:00:00.000Z,19.25596997,370.7923796
2015-03-27T07:00:00.000Z,18.33736865,336.2590891
2015-03-27T08:00:00.000Z,17.61777081,310.3858483
2015-03-27T09:00:00.000Z,17.19774444,295.7624138
2015-03-27T10:00:00.000Z,16.7043133,279.0340827
2015-03-27T11:00:00.000Z,16.24718113,263.9708947
2015-03-27T12:00:00.000Z,16.0878619,258.8193005
2015-03-27T13:00:00.000Z,15.63626353,244.4927373
2015-03-27T14:00:00.000Z,15.69252876,246.255459
2015-03-27T15:00:00.000Z,16.11868551,259.8120225
2015-03-27T16:00:00.000Z,17.38862583,302.3643083
2015-03-27T17:00:00.000Z,18.25409101,333.2118387
2015-03-27T18:00:00.000Z,19.51483274,380.8286968
2015-03-27T19:00:00.000Z,20.60232663,424.4558626
2015-03-27T20:00:00.000Z,21.38540668,457.3356187
2015-03-27T21:00:00.000Z,21.9084984,479.9823021
